Index,Player Name,Team,Salary,Position,Age,GP,MP,FG,FG%,3P,3P%,2P,2P%,eFG%,FT,FT%,TRB,AST,STL,BLK,TOV,FOUL,PTS,PER,TS%,USG%,WS,BPM,VORP
45,DeMar DeRozan,CHI,27300000,SF,33,74,36.2,8.9,0.504,0.6,0.324,8.3,0.526,0.522,6.2,0.872,4.6,5.1,1.1,0.5,2.1,2.5,24.5,20.6,0.592,27.8,8.5,2.0,2.6
46,Al Horford,BOS,26500000,C,36,63,30.5,3.6,0.476,2.3,0.446,1.3,0.539,0.627,0.2,0.714,6.2,3.0,0.5,1.0,0.6,1.9,9.8,13.8,0.631,11.9,6.3,3.3,2.5
47,Draymond Green,GSW,25806468,PF,32,73,31.5,3.4,0.527,0.5,0.305,2.9,0.612,0.57,1.1,0.713,7.2,6.8,1.0,0.8,2.8,3.1,8.5,12.2,0.592,13.2,4.7,0.8,1.6
48,Julius Randle,NYK,23760000,PF,28,77,35.5,8.5,0.459,2.8,0.343,5.7,0.553,0.536,5.2,0.757,10.0,4.1,0.6,0.3,2.8,3.0,25.1,20.3,0.581,29.5,8.1,3.7,3.9
49,John Collins,ATL,23500000,PF,25,71,30.0,5.1,0.508,1.0,0.292,4.1,0.619,0.557,2.0,0.803,6.5,1.2,0.6,1.0,1.1,3.1,13.1,13.6,0.593,17.1,4.2,-1.3,0.4
50,Mike Conley,MIN/UTA,22680000,PG,35,67,30.3,3.9,0.428,2.0,0.385,1.9,0.486,0.539,2.1,0.834,2.7,6.7,1.1,0.2,1.5,2.1,11.9,14.7,0.583,16.3,5.5,0.9,1.5
51,Malcolm Brogdon,BOS,22600000,PG,30,67,26.0,5.3,0.484,2.0,0.444,3.3,0.51,0.574,2.4,0.87,4.2,3.7,0.7,0.3,1.5,1.6,14.9,18.2,0.615,22.8,5.8,2.8,2.1
52,Anfernee Simons,POR,22321429,SG,23,62,35.0,7.5,0.447,3.4,0.377,4.1,0.528,0.548,2.6,0.894,2.6,4.1,0.7,0.2,2.1,2.3,21.1,14.8,0.581,25.1,2.5,-1.1,0.5
53,Terry Rozier,CHO,21486316,SG,28,63,35.3,7.8,0.415,2.6,0.327,5.2,0.48,0.484,2.8,0.809,4.1,5.1,1.2,0.3,2.1,1.9,21.1,14.7,0.517,26.9,1.7,-0.6,0.8
54,Fred VanVleet,TOR,21250000,PG,28,69,36.7,6.3,0.393,3.0,0.342,3.3,0.455,0.486,3.7,0.898,4.1,7.2,1.8,0.6,2.0,2.8,19.3,17.0,0.54,23.2,6.5,2.5,2.9
55,Buddy Hield,IND,21177750,SF,30,80,31.0,5.9,0.458,3.6,0.425,2.3,0.518,0.596,1.3,0.822,5.0,2.8,1.2,0.3,1.7,2.0,16.8,15.4,0.614,20.8,4.4,1.9,2.4
56,Domantas Sabonis,SAC,21100000,C,26,79,34.6,7.3,0.615,0.4,0.373,6.9,0.639,0.632,4.1,0.742,12.3,7.3,0.8,0.5,2.9,3.5,19.1,23.5,0.668,21.3,12.6,5.8,5.4
57,Jerami Grant,POR,20955000,PF,28,63,35.7,6.9,0.475,2.3,0.401,4.6,0.523,0.554,4.4,0.813,4.5,2.4,0.8,0.8,1.8,2.4,20.5,16.0,0.606,22.8,4.1,-0.2,1.0
58,Aaron Gordon,DEN,20690909,PF,27,68,30.2,6.3,0.564,0.9,0.347,5.4,0.628,0.603,2.8,0.608,6.6,3.0,0.8,0.8,1.4,1.9,16.3,19.5,0.617,21.1,6.8,2.1,2.1
59,Mikal Bridges,BRK/PHO,20100000,SF-SG,26,83,35.7,7.1,0.468,2.0,0.382,5.1,0.514,0.535,3.8,0.895,4.4,3.3,1.1,0.7,1.5,1.9,20.1,16.8,0.587,22.6,7.5,1.7,2.8
60,Jarrett Allen,CLE,20000000,C,24,68,32.6,5.9,0.644,0.0,0.1,5.9,0.653,0.645,2.4,0.733,9.8,1.7,0.8,1.2,1.4,2.3,14.3,19.9,0.67,16.4,9.5,2.4,2.4
61,Nicolas Batum,LAC,19700319,PF,34,78,21.9,2.1,0.42,1.6,0.391,0.5,0.563,0.583,0.4,0.708,3.8,1.6,0.7,0.6,0.6,1.9,6.1,11.0,0.594,11.5,3.6,0.5,1.0
62,Eric Gordon,HOU/LAC,19568360,SG,34,69,28.5,4.2,0.446,1.9,0.371,2.3,0.535,0.547,2.1,0.821,1.9,2.7,0.6,0.4,1.5,1.1,12.4,11.8,0.587,17.8,2.3,-1.9,0.1
63,Spencer Dinwiddie,BRK/DAL,19500000,SG-PG,29,79,34.5,5.8,0.438,2.3,0.369,3.5,0.498,0.524,3.4,0.812,3.4,6.5,0.8,0.3,1.8,2.4,17.3,16.0,0.573,22.1,6.3,0.7,1.8
64,Caris LeVert,CLE,18796296,SG,28,74,30.2,4.3,0.431,1.7,0.392,2.6,0.462,0.517,1.8,0.722,3.8,3.9,1.0,0.3,1.6,2.3,12.1,12.4,0.546,18.7,4.4,-0.2,1.0
65,Joe Harris,BRK,18642857,SF,31,74,20.6,2.7,0.457,1.9,0.426,0.8,0.551,0.618,0.2,0.643,2.2,1.4,0.5,0.2,0.6,1.9,7.6,10.6,0.621,14.3,2.6,-1.1,0.3
66,Harrison Barnes,SAC,18352273,PF,30,82,32.5,4.6,0.473,1.6,0.374,3.0,0.553,0.556,4.3,0.847,4.5,1.6,0.7,0.1,1.0,1.3,15.0,14.1,0.632,17.1,6.5,-1.0,0.7
67,Clint Capela,ATL,18206896,C,28,65,26.6,5.4,0.653,0.0,0.0,5.4,0.654,0.653,1.2,0.603,11.0,0.9,0.7,1.2,0.8,2.1,12.0,22.1,0.656,15.7,7.2,2.2,1.8
68,Evan Fournier,NYK,18000000,SG,30,27,17.0,2.1,0.337,1.3,0.307,0.8,0.404,0.443,0.7,0.857,1.8,1.3,0.6,0.1,0.8,1.7,6.1,6.9,0.471,18.4,0.1,-4.0,-0.2
69,Steven Adams,MEM,17926829,C,29,42,27.0,3.7,0.597,0.0,0.0,3.7,0.599,0.597,1.1,0.364,11.5,2.3,0.9,1.1,1.9,2.3,8.6,17.5,0.564,14.6,3.4,0.6,0.7
70,Jonathan Isaac,ORL,17400000,PF,25,11,11.3,2.0,0.415,0.5,0.4,1.5,0.421,0.472,0.5,0.556,4.0,0.5,1.3,0.4,0.4,0.5,5.0,20.3,0.483,21.1,0.3,4.0,0.2
71,OG Anunoby,TOR,17357143,SF,25,67,35.6,6.3,0.476,2.1,0.387,4.2,0.539,0.556,2.1,0.838,5.0,2.0,1.9,0.7,2.0,3.0,16.8,14.6,0.586,19.5,4.7,0.4,1.5
72,Marcus Smart,BOS,17207142,PG,28,61,32.1,4.1,0.415,1.9,0.336,2.2,0.519,0.511,1.4,0.746,3.1,6.3,1.5,0.4,2.3,2.8,11.5,12.1,0.538,17.8,3.7,-1.0,0.5
73,Derrick White,BOS,17142857,SG,28,82,28.3,4.3,0.462,1.8,0.381,2.5,0.548,0.56,2.0,0.875,3.6,3.9,0.7,0.9,1.2,2.2,12.4,15.4,0.604,17.7,7.4,2.4,2.6
74,Dejounte Murray,ATL,17071120,SG,26,74,36.4,8.3,0.464,1.8,0.344,6.5,0.514,0.514,2.1,0.832,5.3,6.1,1.5,0.3,2.2,1.4,20.5,17.0,0.54,24.4,4.7,1.0,2.1
75,Mitchell Robinson,NYK,17045454,C,24,59,27.0,3.2,0.671,0.0,0.0,3.2,0.671,0.671,1.0,0.484,9.4,0.9,0.9,1.8,0.7,2.7,7.4,18.9,0.652,10.1,6.5,2.4,1.7
76,Duncan Robinson,MIA,16902000,SF,28,42,16.5,2.1,0.371,1.5,0.328,0.6,0.556,0.504,0.7,0.906,1.6,1.1,0.3,0.0,0.7,1.8,6.4,7.8,0.534,17.9,0.5,-5.0,-0.5
77,Norman Powell,LAC,16758621,SG,29,60,26.1,5.7,0.479,1.9,0.397,3.8,0.534,0.559,3.8,0.812,2.9,1.8,0.8,0.3,1.7,2.1,17.0,17.1,0.612,26.0,3.5,0.3,0.9
78,Collin Sexton,UTA,16700000,PG,24,48,23.9,4.9,0.506,1.0,0.393,3.9,0.546,0.558,3.4,0.819,2.2,2.9,0.6,0.1,1.8,2.3,14.3,15.9,0.616,23.4,2.5,-1.3,0.2
79,Markelle Fultz,ORL,16500000,PG,24,60,29.6,5.8,0.514,0.5,0.31,5.4,0.544,0.534,1.9,0.783,3.9,5.7,1.5,0.4,2.3,2.2,14.0,16.6,0.564,21.3,3.7,0.5,1.2
80,Lauri Markkanen,UTA,16475454,PF,25,66,34.4,8.7,0.499,3.0,0.391,5.6,0.585,0.586,5.3,0.875,8.6,1.9,0.6,0.6,1.9,2.1,25.6,22.1,0.64,26.6,8.2,3.8,3.3
81,Marcus Morris,LAC,16372093,PF,33,65,28.1,4.2,0.426,1.7,0.364,2.5,0.484,0.513,1.0,0.782,4.0,1.8,0.6,0.3,0.9,2.1,11.2,10.5,0.534,17.6,2.0,-1.9,0.0
82,Malik Beasley,LAL/UTA,15558035,SG,26,81,25.8,4.6,0.395,2.9,0.357,1.7,0.484,0.52,0.6,0.769,3.5,1.5,0.8,0.1,1.1,1.3,12.7,10.9,0.531,21.1,1.4,-2.0,0.0
83,Luguentz Dort,OKC,15277778,SF,23,74,30.7,4.6,0.388,1.8,0.33,2.8,0.44,0.466,2.7,0.772,4.6,2.1,1.0,0.3,1.2,3.3,13.7,11.3,0.513,19.8,2.9,-3.0,-0.6
84,Will Barton,WAS/TOR,15059712,SG,32,56,17.7,2.5,0.379,1.2,0.367,1.3,0.391,0.47,0.7,0.787,2.4,2.0,0.5,0.2,0.9,1.0,6.8,10.0,0.493,18.9,0.4,-2.6,-0.2
85,Tyus Jones,MEM,15000000,PG,26,80,24.3,3.9,0.438,1.5,0.371,2.4,0.495,0.523,1.0,0.8,2.5,5.2,1.0,0.1,0.9,0.4,10.3,16.0,0.546,17.7,5.7,1.6,1.7
86,Derrick Rose,NYK,14520730,PG,34,27,12.5,2.3,0.384,0.7,0.302,1.6,0.438,0.443,0.4,0.917,1.5,1.7,0.3,0.2,0.8,0.7,5.6,10.1,0.463,23.6,0.0,-3.7,-0.1
87,Kevin Huerter,SAC,14508929,SG,24,75,29.4,5.6,0.485,2.7,0.402,2.9,0.604,0.603,1.3,0.725,3.3,2.9,1.1,0.3,1.3,2.4,15.2,15.2,0.617,19.9,4.9,1.0,1.7
88,Christian Wood,DAL,14317459,C,27,67,25.9,5.9,0.515,1.6,0.376,4.3,0.594,0.583,3.2,0.772,7.3,1.8,0.4,1.1,1.8,2.5,16.6,20.6,0.624,26.4,4.8,1.7,1.6
89,Kentavious Caldwell-Pope,DEN,14004703,SG,29,76,31.3,3.8,0.462,1.8,0.423,2.1,0.502,0.569,1.4,0.824,2.7,2.4,1.5,0.5,1.1,1.9,10.8,11.5,0.598,14.1,4.5,-1.0,0.6
90,Brook Lopez,MIL,13906976,C,34,78,30.4,6.1,0.531,1.7,0.374,4.4,0.637,0.606,1.9,0.784,6.7,1.3,0.5,2.5,1.4,2.6,15.9,18.4,0.63,19.3,8.0,2.1,2.5
91,Patrick Beverley,LAL/CHI,13801614,SG-PG,34,67,27.1,2.1,0.4,1.2,0.335,1.0,0.529,0.511,0.7,0.723,3.7,2.9,0.9,0.6,0.9,2.8,6.2,8.9,0.534,10.6,3.0,-1.2,0.3
92,Doug McDermott,SAS,13750000,SF,31,64,20.5,3.7,0.457,1.9,0.413,1.8,0.516,0.575,0.8,0.757,2.2,1.4,0.2,0.1,0.9,1.8,10.2,11.2,0.59,19.2,1.0,-3.2,-0.4
93,Luke Kennard,LAC/MEM,13745455,SG,26,59,22.3,3.2,0.492,2.3,0.494,0.9,0.487,0.666,0.6,0.949,2.7,1.5,0.5,0.1,0.8,1.4,9.3,13.0,0.684,14.5,3.4,0.5,0.8
94,Zion Williamson,NOP,13534817,PF,22,29,33.0,9.8,0.608,0.2,0.368,9.6,0.618,0.615,6.1,0.714,7.0,4.6,1.1,0.6,3.4,2.2,26.0,25.2,0.652,30.4,3.6,5.8,1.9
95,Jordan Clarkson,UTA,13340000,SG,30,61,32.6,7.5,0.444,2.5,0.338,5.0,0.53,0.519,3.3,0.816,4.0,4.4,0.5,0.2,3.0,2.0,20.8,14.7,0.558,27.8,1.7,-1.4,0.3
96,Gary Harris,ORL,13000000,SG,28,48,24.7,2.9,0.45,2.0,0.431,0.9,0.494,0.603,0.6,0.9,2.0,1.2,0.9,0.3,0.6,1.9,8.3,10.5,0.62,12.6,2.3,-0.7,0.4
97,Kyle Kuzma,WAS,13000000,PF,27,64,35.0,8.0,0.448,2.5,0.333,5.5,0.533,0.518,2.7,0.73,7.2,3.7,0.6,0.5,3.0,2.3,21.2,14.3,0.544,27.9,0.9,-1.7,0.2
98,Josh Hart,NYK/POR,12960000,SF,27,76,32.3,3.6,0.529,0.8,0.372,2.8,0.601,0.588,1.7,0.75,7.8,3.8,1.2,0.3,1.5,2.6,9.8,14.1,0.622,12.6,6.0,0.9,1.8
99,Dorian Finney-Smith,BRK/DAL,12939848,PF,29,66,30.4,3.0,0.391,1.7,0.337,1.2,0.503,0.505,0.7,0.763,4.8,1.5,0.8,0.5,0.9,2.2,8.3,9.2,0.523,13.2,2.1,-2.0,0.0
100,Kelly Olynyk,UTA,12804878,C,31,68,28.6,4.1,0.499,1.4,0.394,2.7,0.576,0.583,2.9,0.853,6.2,3.7,0.9,0.5,2.5,3.4,12.5,14.4,0.643,17.8,4.3,0.4,1.2
101,Chris Boucher,TOR,12690000,PF,30,76,20.0,3.4,0.493,0.8,0.328,2.6,0.585,0.552,1.7,0.762,5.5,0.4,0.6,0.8,0.5,1.9,9.4,18.0,0.59,18.0,5.0,-0.1,0.7
102,Robert Covington,LAC,12307692,PF,32,48,16.2,2.1,0.445,1.1,0.397,1.0,0.516,0.563,0.6,0.75,3.5,1.2,0.8,0.7,0.7,1.8,6.0,14.2,0.584,15.6,1.9,1.7,0.7
103,Josh Richardson,NOP/SAS,12196094,SG,29,65,23.5,3.7,0.431,1.6,0.365,2.0,0.506,0.528,1.1,0.852,2.7,2.7,1.1,0.3,1.3,1.8,10.1,12.3,0.555,18.4,1.8,-1.2,0.3
104,Ja Morant,MEM,12119440,PG,23,61,31.9,9.3,0.466,1.5,0.307,7.8,0.519,0.504,6.1,0.748,5.9,8.1,1.1,0.3,3.4,1.6,26.2,23.3,0.557,34.9,6.0,5.7,3.8
105,Danny Green,CLE/MEM,11710528,SG,35,11,12.5,2.0,0.449,1.5,0.432,0.5,0.5,0.612,0.1,1.0,1.3,0.5,0.5,0.3,0.9,1.5,5.5,10.8,0.617,18.9,0.2,-1.9,0.0
106,Terrence Ross,ORL/PHO,11500000,SG,31,63,21.1,3.2,0.43,1.5,0.368,1.7,0.507,0.532,0.4,0.794,2.4,1.5,0.6,0.2,0.7,1.5,8.3,10.2,0.544,16.8,1.6,-2.1,0.0
107,Reggie Jackson,DEN/LAC,11457217,PG,32,68,24.4,3.9,0.411,1.4,0.333,2.5,0.474,0.486,1.0,0.91,2.1,3.4,0.7,0.1,1.7,1.7,10.2,10.0,0.514,20.8,0.6,-3.9,-0.8
108,Dillon Brooks,MEM,11400000,SF,27,73,30.3,5.4,0.396,2.0,0.326,3.4,0.451,0.468,1.6,0.779,3.3,2.6,0.9,0.2,1.4,3.3,14.3,9.4,0.494,21.8,1.6,-3.9,-1.1
109,Richaun Holmes,SAC,11215260,C,29,42,8.3,1.3,0.618,0.1,0.625,1.2,0.617,0.646,0.4,0.789,1.9,0.2,0.1,0.3,0.3,1.2,3.1,12.9,0.668,13.7,0.8,-2.9,-0.1
110,Dwight Powell,DAL,11080125,C,31,76,19.2,2.6,0.732,0.0,0.0,2.6,0.746,0.732,1.5,0.667,4.1,0.9,0.6,0.3,0.9,2.8,6.7,15.5,0.738,12.6,5.1,-1.2,0.3
111,Paolo Banchero,ORL,11055120,PF,20,72,33.8,6.7,0.427,1.2,0.298,5.5,0.471,0.465,5.5,0.738,6.9,3.7,0.8,0.5,2.8,2.2,20.0,14.9,0.529,27.5,2.4,-1.5,0.3
112,RJ Barrett,NYK,10900634,SG,22,73,33.9,7.0,0.434,1.7,0.31,5.3,0.495,0.485,4.0,0.74,5.0,2.8,0.4,0.2,2.2,2.5,19.6,12.9,0.531,26.2,2.2,-3.1,-0.7
113,Bobby Portis,MIL,10843350,PF,27,70,26.0,5.7,0.496,1.4,0.37,4.3,0.555,0.555,1.4,0.768,9.6,1.5,0.4,0.2,1.2,1.6,14.1,17.8,0.575,21.7,5.3,0.7,1.2
114,DeAndre Jordan,DEN,10733758,C,34,39,15.0,2.3,0.765,0.0,1.0,2.2,0.763,0.77,0.6,0.458,5.2,0.9,0.3,0.6,1.2,1.8,5.1,14.7,0.731,13.7,1.4,-1.8,0.0
115,Anthony Edwards,MIN,10733400,SG,21,79,36.0,8.9,0.459,2.7,0.369,6.3,0.513,0.528,4.0,0.756,5.8,4.4,1.6,0.7,3.3,2.4,24.6,17.4,0.564,29.9,3.8,1.0,2.1
116,Robert Williams,BOS,10714287,C,25,35,23.5,3.6,0.747,0.0,0.0,3.6,0.751,0.747,0.7,0.61,8.3,1.4,0.6,1.4,1.0,1.9,8.0,19.8,0.742,11.8,3.8,3.3,1.1
117,Cade Cunningham,DET,10552800,PG,21,12,33.3,7.8,0.415,1.4,0.279,6.3,0.466,0.453,3.0,0.837,6.2,6.0,0.8,0.6,3.3,2.8,19.9,14.0,0.492,30.0,-0.1,-0.7,0.1
118,Mo Bamba,LAL/ORL,10300000,C,24,49,15.7,2.4,0.485,1.0,0.387,1.4,0.59,0.585,0.8,0.661,4.6,0.9,0.3,0.9,0.6,2.1,6.6,15.7,0.602,16.6,2.2,0.5,0.5
119,Talen Horton-Tucker,UTA,10260000,SG,22,65,20.2,4.0,0.419,0.9,0.286,3.1,0.485,0.467,1.9,0.75,3.2,3.8,0.6,0.4,1.9,1.7,10.7,13.7,0.508,25.9,0.8,-1.6,0.2
120,Jae Crowder,MIL,10183800,PF,32,18,18.9,2.5,0.479,1.3,0.436,1.2,0.538,0.606,0.6,0.833,3.8,1.5,0.7,0.3,0.4,1.5,6.9,14.6,0.624,13.2,1.2,1.2,0.3
121,Ivica Zubac,LAC,10123457,C,25,76,28.6,4.3,0.634,0.0,0.0,4.3,0.637,0.634,2.2,0.697,9.9,1.0,0.4,1.3,1.5,2.9,10.8,16.7,0.661,14.8,6.7,-0.9,0.6
122,Reggie Bullock,DAL,10012800,SF,31,78,30.3,2.5,0.409,1.9,0.38,0.5,0.562,0.569,0.3,0.703,3.6,1.4,0.7,0.2,0.5,2.1,7.2,7.7,0.577,10.0,2.8,-2.6,-0.4
123,Alec Burks,DET,10012800,SG,31,51,22.0,3.9,0.436,1.9,0.414,2.0,0.459,0.544,3.0,0.814,3.1,2.2,0.7,0.2,1.1,1.9,12.8,16.5,0.602,22.8,2.5,1.2,0.9
124,De'Andre Hunter,ATL,9835881,SF,25,67,31.7,5.7,0.461,1.5,0.35,4.2,0.521,0.522,2.6,0.826,4.2,1.4,0.5,0.3,1.2,3.0,15.4,11.5,0.563,19.7,2.5,-3.3,-0.7
125,James Wiseman,GSW/DET,9603360,C,21,45,19.3,4.2,0.558,0.1,0.2,4.1,0.58,0.563,1.5,0.701,5.9,0.7,0.2,0.6,1.1,2.4,10.0,15.6,0.589,21.2,1.4,-3.5,-0.3
126,Landry Shamet,PHO,9500000,SG,25,40,20.2,2.8,0.377,1.9,0.377,1.0,0.376,0.502,1.1,0.882,1.7,2.3,0.7,0.1,0.9,1.5,8.7,10.9,0.537,18.9,1.2,-1.4,0.1
127,Malik Monk,SAC,9472219,SG,24,77,22.3,4.6,0.448,1.9,0.359,2.8,0.538,0.538,2.4,0.889,2.6,3.9,0.6,0.3,1.9,1.6,13.5,16.6,0.587,25.8,3.2,0.3,1.0
128,Jalen Green,HOU,9441840,SG,20,76,34.2,7.4,0.416,2.5,0.338,5.0,0.471,0.485,4.8,0.786,3.7,3.7,0.8,0.2,2.6,1.7,22.1,14.5,0.538,28.1,1.8,-2.1,0.0
129,Jakob Poeltl,SAS/TOR,9398148,C,27,72,26.5,5.4,0.629,0.0,0.0,5.4,0.63,0.629,1.7,0.592,9.1,2.7,0.9,1.2,1.7,2.7,12.5,21.0,0.635,18.2,6.0,1.9,1.9
130,Nerlens Noel,BRK/DET,9391069,C,28,17,11.5,0.8,0.361,0.1,0.5,0.7,0.353,0.375,0.5,0.667,2.7,0.6,0.9,0.6,0.8,1.9,2.1,7.9,0.424,12.0,0.0,-3.8,-0.1
131,Royce O'Neale,BRK,9200000,SF,29,76,31.7,3.0,0.386,2.1,0.389,0.9,0.379,0.524,0.7,0.725,5.1,3.7,0.9,0.6,1.5,3.1,8.8,9.2,0.538,13.6,2.9,-1.1,0.5
132,Monte Morris,WAS,9125000,PG,27,62,27.3,4.0,0.48,1.3,0.382,2.7,0.543,0.555,1.0,0.831,3.4,5.3,0.7,0.2,1.0,1.2,10.3,15.0,0.579,15.6,4.2,0.5,1.1
133,Mason Plumlee,LAC/CHO,9080417,C,32,79,26.0,4.2,0.68,0.0,0.0,4.2,0.68,0.68,2.5,0.636,8.9,3.1,0.6,0.6,1.5,2.7,10.8,19.6,0.689,15.2,7.9,2.2,2.2
134,Alex Caruso,CHI,9030000,PG,28,67,23.5,1.9,0.455,0.8,0.364,1.1,0.556,0.551,0.9,0.808,2.9,2.9,1.5,0.7,1.1,2.4,5.6,11.5,0.588,11.1,3.6,1.1,1.2
135,Maxi Kleber,DAL,9000000,PF,31,37,25.1,2.1,0.456,1.1,0.348,1.0,0.667,0.571,0.7,0.711,3.6,1.4,0.3,0.8,0.7,2.3,5.9,8.7,0.592,10.3,1.3,-2.2,0.0
136,Grayson Allen,MIL,8925000,SG,27,72,27.4,3.4,0.44,2.0,0.399,1.4,0.518,0.571,1.6,0.905,3.3,2.3,0.9,0.2,1.0,1.6,10.4,12.3,0.612,14.6,5.1,0.1,1.0
137,Darius Garland,CLE,8920794,PG,23,69,35.5,7.6,0.462,2.4,0.41,5.1,0.492,0.537,4.0,0.863,2.7,7.8,1.2,0.1,2.9,2.1,21.6,18.8,0.587,26.9,7.6,2.4,2.7
138,Isaiah Hartenstein,NYK,8854879,C,24,82,19.8,2.1,0.535,0.1,0.216,2.0,0.576,0.547,0.6,0.676,6.5,1.2,0.6,0.8,0.8,2.6,5.0,14.2,0.567,11.2,4.6,-0.3,0.7
139,Kyle Anderson,MIN,8780488,PF,29,69,28.4,3.7,0.509,0.6,0.41,3.0,0.536,0.553,1.4,0.735,5.3,4.9,1.1,0.9,1.5,2.1,9.4,14.8,0.583,14.4,5.1,2.5,2.2
140,Victor Oladipo,MIA,8750000,SG,30,42,26.3,3.8,0.397,1.7,0.33,2.1,0.471,0.484,1.4,0.747,3.0,3.5,1.4,0.3,2.1,2.4,10.7,10.6,0.513,21.1,0.6,-2.1,0.0
141,Daniel Theis,IND,8694369,C,30,7,15.6,3.0,0.477,0.3,0.182,2.7,0.576,0.5,0.7,0.417,3.1,1.3,0.3,0.9,0.4,1.0,7.0,14.2,0.497,20.1,0.1,-1.4,0.0
142,LaMelo Ball,CHO,8623920,PG,21,36,35.2,8.2,0.411,4.0,0.376,4.2,0.45,0.51,2.8,0.836,6.4,8.4,1.3,0.3,3.6,3.3,23.3,17.9,0.541,30.0,1.8,2.4,1.4
143,Seth Curry,BRK,8496653,SG,32,61,19.9,3.4,0.463,1.5,0.405,1.9,0.525,0.568,0.8,0.927,1.6,1.6,0.6,0.1,0.8,1.6,9.2,12.3,0.593,19.2,1.8,-2.1,0.0
144,Evan Mobley,CLE,8478720,PF,21,79,34.4,6.6,0.554,0.3,0.216,6.4,0.595,0.566,2.6,0.674,9.0,2.8,0.8,1.5,1.8,2.8,16.2,17.9,0.591,20.2,8.5,1.7,2.5
145,Gary Payton II,GSW/POR,8300000,SG,30,22,16.7,1.9,0.594,0.6,0.5,1.3,0.651,0.688,0.3,0.857,3.1,1.4,1.0,0.2,0.7,2.0,4.6,13.3,0.701,10.3,1.0,0.3,0.2
146,Dewayne Dedmon,PHI/MIA,8283688,C,33,38,11.2,2.0,0.51,0.3,0.308,1.7,0.58,0.55,0.9,0.673,3.5,0.7,0.2,0.5,0.7,2.0,5.2,15.5,0.577,20.6,1.0,-1.6,0.0
147,De'Anthony Melton,PHI,8250000,SG,24,77,27.9,3.6,0.425,2.0,0.39,1.6,0.484,0.546,0.9,0.793,4.1,2.6,1.6,0.5,1.3,2.5,10.1,12.7,0.566,16.4,4.2,0.9,1.6
148,JaMychal Green,GSW,8200000,PF,32,57,14.0,2.4,0.54,0.7,0.378,1.6,0.667,0.623,0.9,0.776,3.6,0.9,0.4,0.4,0.9,1.8,6.4,15.5,0.65,17.5,2.2,-0.5,0.3
149,Keegan Murray,SAC,8008440,SF,22,80,29.8,4.4,0.453,2.6,0.411,1.9,0.527,0.584,0.8,0.765,4.6,1.2,0.8,0.5,0.8,2.0,12.2,12.3,0.597,15.8,4.3,-0.6,0.8
150,Kevon Looney,GSW,8000000,C,26,82,23.9,3.0,0.63,0.0,0.0,3.0,0.632,0.63,1.1,0.606,9.3,2.5,0.6,0.6,0.5,2.7,7.0,17.8,0.639,10.6,8.7,2.1,2.0
151,Thaddeus Young,TOR,8000000,PF,34,54,14.7,2.0,0.545,0.1,0.176,1.9,0.622,0.561,0.3,0.692,3.1,1.4,1.0,0.1,0.8,1.6,4.4,14.1,0.573,13.5,1.8,0.1,0.4
152,Delon Wright,WAS,7804878,PG,30,50,24.4,2.8,0.474,0.8,0.345,1.9,0.564,0.545,1.0,0.867,3.6,3.9,1.8,0.3,0.9,1.2,7.4,16.3,0.581,12.9,3.7,3.4,1.7
153,Patrick Williams,CHI,7775400,PF,21,82,28.3,3.8,0.464,1.4,0.415,2.4,0.498,0.549,1.1,0.857,4.0,1.2,0.9,0.9,1.2,1.8,10.2,11.2,0.576,15.7,3.5,-1.3,0.4
154,Scottie Barnes,TOR,7644600,SF,21,77,34.8,6.0,0.456,0.8,0.281,5.2,0.505,0.487,2.5,0.772,6.6,4.8,1.1,0.8,2.0,2.2,15.3,15.5,0.524,20.3,5.0,0.4,1.6
155,Cedi Osman,CLE,7426088,SF,27,77,20.1,3.1,0.451,1.5,0.372,1.6,0.564,0.56,1.0,0.694,2.3,1.5,0.5,0.1,0.7,1.6,8.7,12.0,0.579,18.2,3.3,-0.7,0.5
156,Coby White,CHI,7413955,SG,22,74,23.4,3.6,0.443,1.7,0.372,1.8,0.54,0.551,0.8,0.871,2.9,2.8,0.7,0.1,1.0,1.6,9.7,12.5,0.572,17.9,3.1,-0.8,0.5
157,Zach Collins,SAS,7350000,C,25,63,22.9,4.5,0.518,0.9,0.374,3.6,0.571,0.568,1.7,0.761,6.4,2.9,0.6,0.8,2.0,3.2,11.6,16.4,0.599,21.2,2.2,-0.2,0.6
158,Jaden Ivey,DET,7252200,SG,20,74,31.1,5.5,0.416,1.6,0.343,3.9,0.457,0.477,3.6,0.747,3.9,5.2,0.8,0.2,3.2,3.3,16.3,12.1,0.528,25.4,0.0,-3.3,-0.7
159,Taurean Prince,MIN,7100000,PF,28,54,22.1,3.3,0.467,1.4,0.381,1.9,0.557,0.565,1.2,0.844,2.4,1.6,0.5,0.3,1.3,2.3,9.1,10.0,0.597,17.3,1.3,-3.3,-0.4
160,Jae'Sean Tate,HOU,7065217,SF,27,31,21.8,3.5,0.48,0.4,0.283,3.1,0.53,0.509,1.6,0.725,3.8,2.7,0.7,0.2,1.5,3.4,9.1,12.2,0.546,18.8,0.7,-3.5,-0.3
161,Isaac Okoro,CLE,7040880,SF,22,76,21.7,2.3,0.494,0.8,0.363,1.5,0.617,0.582,1.0,0.757,2.5,1.1,0.7,0.4,0.6,2.1,6.4,10.7,0.614,11.9,4.2,-0.3,0.7
